Pelicula;F.Alquiler;F.Devolucion;Cliente;Empleado
ANACONDA CONFESSIONS;31/05/2005 2:05:39;04/06/2005 21:27:39;JOANN GARDNER;Jon Stephens
RUN PACIFIC;31/05/2005 2:49:43;04/06/2005 3:48:43;ROSEMARY SCHMIDT;Mike Hillyer
MOONWALKER FOOL;31/05/2005 3:16:15;08/06/2005 6:43:15;DARREN WINDHAM;Jon Stephens
WITCHES PANIC;31/05/2005 3:48:05;01/06/2005 3:51:05;ALICE STEWART;Mike Hillyer
DARLING BREAKING;31/05/2005 5:01:09;02/06/2005 3:59:09;NICHOLAS BARFIELD;Mike Hillyer
MARRIED GO;31/05/2005 5:35:16;09/06/2005 4:14:16;LEAH CURTIS;Mike Hillyer
STRANGERS GRAFFITI;31/05/2005 6:57:04;02/06/2005 11:32:04;MARK RINEHART;Jon Stephens
INTOLERABLE INTENTIONS;31/05/2005 7:07:03;05/06/2005 9:38:03;BERTHA FERGUSON;Mike Hillyer
GILMORE BOILED;31/05/2005 7:47:18;03/06/2005 1:57:18;TRACY COLE;Mike Hillyer
MADNESS ATTACKS;31/05/2005 8:44:29;09/06/2005 8:00:29;MARIA MILLER;Mike Hillyer
ROMAN PUNK;31/05/2005 8:54:56;08/06/2005 9:21:56;STEVEN CURLEY;Mike Hillyer
LAWLESS VISION;31/05/2005 9:12:13;01/06/2005 6:15:13;AMY LOPEZ;Mike Hillyer
BUCKET BROTHERHOOD;31/05/2005 9:48:56;02/06/2005 3:52:56;YVONNE WATKINS;Jon Stephens
SLEEPLESS MONSOON;31/05/2005 10:28:33;03/06/2005 14:45:33;JOY GEORGE;Jon Stephens
SATURDAY LAMBS;31/05/2005 10:55:26;03/06/2005 13:13:26;JESSIE BANKS;Jon Stephens
ZORRO ARK;31/05/2005 11:10:17;01/06/2005 11:15:17;NANCY THOMAS;Mike Hillyer
BETRAYED REAR;31/05/2005 11:15:43;07/06/2005 12:02:43;ELIZABETH BROWN;Mike Hillyer
SUSPECTS QUILLS;31/05/2005 11:35:13;06/06/2005 16:01:13;GERALD FULTZ;Jon Stephens
WATERFRONT DELIVERANCE;31/05/2005 12:15:57;03/06/2005 15:39:57;BILLIE HORTON;Jon Stephens
DIVORCE SHINING;31/05/2005 13:30:49;09/06/2005 13:53:49;PENNY NEAL;Mike Hillyer
KARATE MOON;31/05/2005 13:38:42;01/06/2005 13:54:42;RICK MATTOX;Jon Stephens
POTTER CONNECTICUT;31/05/2005 14:24:18;09/06/2005 10:27:18;JONATHAN SCARBOROUGH;Mike Hillyer
TRIP NEWTON;31/05/2005 14:36:52;01/06/2005 14:33:52;EDNA WEST;Jon Stephens
HUNTING MUSKETEERS;31/05/2005 15:12:15;09/06/2005 16:21:15;HERMAN DEVORE;Mike Hillyer
DREAM PICKUP;31/05/2005 15:24:19;08/06/2005 21:18:19;JOHN FARNSWORTH;Mike Hillyer
LOVE SUICIDES;31/05/2005 15:51:39;03/06/2005 14:04:39;KRISTIN JOHNSTON;Mike Hillyer
KICK SAVANNAH;31/05/2005 16:00:33;01/06/2005 19:05:33;EDITH MCDONALD;Mike Hillyer
TORQUE BOUND;31/05/2005 16:15:31;04/06/2005 17:20:31;LORETTA CARPENTER;Mike Hillyer
GOODFELLAS SALUTE;31/05/2005 16:37:36;06/06/2005 21:02:36;DENISE KELLY;Mike Hillyer
LOCK REAR;31/05/2005 17:45:49;08/06/2005 22:41:49;JESSE SCHILLING;Jon Stephens
FOOL MOCKINGBIRD;31/05/2005 17:49:26;05/06/2005 19:51:26;PAUL TROUT;Jon Stephens
GRIT CLOCKWORK;31/05/2005 18:44:53;07/06/2005 22:02:53;ELSIE KELLEY;Jon Stephens
REAR TRADING;31/05/2005 19:20:14;07/06/2005 16:10:14;JACK FOUST;Mike Hillyer
LOVE SUICIDES;31/05/2005 20:04:10;09/06/2005 16:34:10;GERTRUDE CASTILLO;Mike Hillyer
CHANCE RESURRECTION;31/05/2005 20:37:52;06/06/2005 19:23:52;LENA JENSEN;Jon Stephens
GIANT TROOPERS;31/05/2005 21:20:09;03/06/2005 19:15:09;ANITA MORALES;Jon Stephens
ENEMY ODDS;31/05/2005 21:29:00;03/06/2005 23:24:00;VIRGIL WOFFORD;Mike Hillyer
GIANT TROOPERS;14/06/2005 22:53:33;18/06/2005 21:37:33;JEFFERY PINSON;Jon Stephens
GOODFELLAS SALUTE;14/06/2005 23:07:08;21/06/2005 17:12:08;MIRIAM MCKINNEY;Mike Hillyer
TRUMAN CRAZY;14/06/2005 23:12:46;23/06/2005 21:53:46;TERRANCE ROUSH;Mike Hillyer
TALENTED HOMICIDE;14/06/2005 23:25:58;18/06/2005 5:18:58;MATTHEW MAHAN;Jon Stephens
WAGON JAWS;14/06/2005 23:35:09;19/06/2005 3:20:09;HERMAN DEVORE;Mike Hillyer
REAP UNFAITHFUL;15/06/2005 0:15:15;20/06/2005 19:23:15;SUE PETERS;Jon Stephens
MOONSHINE CABIN;15/06/2005 0:28:37;21/06/2005 21:42:37;CECIL VINES;Mike Hillyer
MARRIED GO;15/06/2005 0:36:40;21/06/2005 0:27:40;DIANNE SHELTON;Jon Stephens
DESERT POSEIDON;15/06/2005 1:38:31;18/06/2005 6:55:31;JULIE SANCHEZ;Mike Hillyer
MODEL FISH;15/06/2005 2:06:28;16/06/2005 21:38:28;TONYA CHAPMAN;Jon Stephens
JEKYLL FROGMEN;15/06/2005 2:09:02;21/06/2005 0:04:02;TOM MILNER;Mike Hillyer
FOOL MOCKINGBIRD;15/06/2005 2:31:12;21/06/2005 7:39:12;JAMIE RICE;Mike Hillyer
SHOCK CABIN;15/06/2005 3:03:33;17/06/2005 6:31:33;BILLY POULIN;Mike Hillyer
BARBARELLA STREETCAR;15/06/2005 3:21:00;19/06/2005 3:39:00;CRYSTAL FORD;Mike Hillyer
GHOST GROUNDHOG;15/06/2005 3:26:15;23/06/2005 8:17:15;KRISTINA CHAMBERS;Mike Hillyer
INSTINCT AIRPORT;15/06/2005 3:53:13;18/06/2005 4:09:13;TIM CARY;Mike Hillyer
CONQUERER NUTS;15/06/2005 5:05:07;22/06/2005 4:57:07;DEBBIE REYES;Mike Hillyer
INNOCENT USUAL;15/06/2005 5:38:09;22/06/2005 10:29:09;MIKE WAY;Mike Hillyer
FIDELITY DEVIL;15/06/2005 6:13:45;16/06/2005 3:59:45;KARL SEAL;Jon Stephens
LOUISIANA HARRY;15/06/2005 6:52:57;21/06/2005 1:47:57;PAULA BRYANT;Jon Stephens
DEEP CRUSADE;15/06/2005 7:00:50;19/06/2005 12:27:50;CATHY SPENCER;Mike Hillyer
SIEGE MADRE;15/06/2005 7:29:30;23/06/2005 12:36:30;APRIL BURNS;Mike Hillyer
BOILED DARES;15/06/2005 7:32:24;21/06/2005 5:12:24;JORDAN ARCHULETA;Mike Hillyer
MURDER ANTITRUST;15/06/2005 7:52:52;20/06/2005 10:01:52;RAY HOULE;Mike Hillyer
DARN FORRESTER;15/06/2005 7:55:43;20/06/2005 6:30:43;KRISTIN JOHNSTON;Mike Hillyer
MERMAID INSECTS;15/06/2005 8:16:06;21/06/2005 4:10:06;NORA HERRERA;Jon Stephens
CONTACT ANONYMOUS;15/06/2005 8:41:52;19/06/2005 5:30:52;RONNIE RICKETTS;Jon Stephens
MALKOVICH PET;15/06/2005 9:36:19;17/06/2005 13:54:19;HOLLY FOX;Jon Stephens
FLINTSTONES HAPPINESS;15/06/2005 9:46:33;24/06/2005 8:56:33;ANNA HILL;Jon Stephens
ESCAPE METROPOLIS;15/06/2005 9:56:02;24/06/2005 7:00:02;GLENDA FRAZIER;Mike Hillyer
ARTIST COLDBLOODED;15/06/2005 9:59:16;19/06/2005 9:48:16;SUSAN WILSON;Jon Stephens
STATE WASTELAND;15/06/2005 10:23:08;21/06/2005 15:06:08;LEONARD SCHOFIELD;Mike Hillyer
MUMMY CREATURES;15/06/2005 10:34:26;20/06/2005 16:20:26;PETER MENARD;Mike Hillyer
IDOLS SNATCHERS;15/06/2005 10:55:09;18/06/2005 15:14:09;AGNES BISHOP;Jon Stephens
BRINGING HYSTERICAL;15/06/2005 11:37:08;16/06/2005 10:13:08;DANIEL CABRAL;Jon Stephens
DRAGONFLY STRANGERS;15/06/2005 12:49:02;17/06/2005 15:20:02;MARGIE WADE;Mike Hillyer
UPRISING UPTOWN;15/06/2005 12:50:25;23/06/2005 11:35:25;STEVEN CURLEY;Mike Hillyer
POND SEATTLE;15/06/2005 13:30:30;17/06/2005 14:55:30;JONATHAN SCARBOROUGH;Mike Hillyer
TITANS JERK;15/06/2005 13:32:15;18/06/2005 10:59:15;BETTY WHITE;Jon Stephens
CHRISTMAS MOONSHINE;15/06/2005 14:29:14;16/06/2005 13:01:14;BESSIE MORRISON;Mike Hillyer
WAIT CIDER;15/06/2005 15:03:15;19/06/2005 16:50:15;TERRY CARLSON;Mike Hillyer
POLISH BROOKLYN;15/06/2005 15:18:08;22/06/2005 9:22:08;JON WILES;Jon Stephens
THIN SAGEBRUSH;15/06/2005 15:28:23;18/06/2005 18:37:23;EARL SHANKS;Mike Hillyer
SUSPECTS QUILLS;15/06/2005 15:48:41;22/06/2005 17:51:41;REGINALD KINDER;Mike Hillyer
MURDER ANTITRUST;15/06/2005 16:12:50;19/06/2005 10:40:50;SAMANTHA DUNCAN;Jon Stephens
WASTELAND DIVINE;15/06/2005 16:28:42;16/06/2005 12:11:42;CORY MEEHAN;Mike Hillyer
BALLOON HOMEWARD;15/06/2005 16:29:56;21/06/2005 14:43:56;JOHNNIE CHISHOLM;Jon Stephens
PLATOON INSTINCT;15/06/2005 16:44:00;21/06/2005 11:22:00;BETH FRANKLIN;Jon Stephens
SPY MILE;15/06/2005 17:44:57;22/06/2005 20:53:57;SALLY PIERCE;Jon Stephens
EXPECATIONS NATURAL;15/06/2005 17:45:51;19/06/2005 14:00:51;IVAN CROMWELL;Jon Stephens
TRACY CIDER;15/06/2005 17:56:14;24/06/2005 15:45:14;IRMA PEARSON;Jon Stephens
WATERFRONT DELIVERANCE;15/06/2005 18:16:24;18/06/2005 22:15:24;ROY WHITING;Jon Stephens
TOMORROW HUSTLER;15/06/2005 18:24:10;18/06/2005 16:30:10;NICHOLAS BARFIELD;Mike Hillyer
PULP BEVERLY;15/06/2005 18:26:29;21/06/2005 17:33:29;BARRY LOVELACE;Mike Hillyer
CAMPUS REMEMBER;15/06/2005 18:27:24;21/06/2005 14:03:24;WALTER PERRYMAN;Jon Stephens
MURDER ANTITRUST;15/06/2005 18:32:30;24/06/2005 12:44:30;BEN EASTER;Jon Stephens
HANDICAP BOONDOCK;15/06/2005 18:38:51;17/06/2005 23:50:51;KATHRYN COLEMAN;Mike Hillyer
PRIX UNDEFEATED;15/06/2005 19:10:07;19/06/2005 20:27:07;CLINTON BUFORD;Jon Stephens
HORN WORKING;15/06/2005 19:13:45;23/06/2005 19:43:45;LESLIE SEWARD;Jon Stephens
DEEP CRUSADE;15/06/2005 19:13:51;21/06/2005 22:56:51;DEAN SAUER;Mike Hillyer
VOICE PEACH;15/06/2005 19:32:52;16/06/2005 13:45:52;LYDIA BURKE;Mike Hillyer
JADE BUNCH;15/06/2005 19:51:06;18/06/2005 21:54:06;SAMUEL MARLOW;Jon Stephens
CHARADE DUFFEL;15/06/2005 20:00:11;23/06/2005 18:03:11;SETH HANNON;Jon Stephens
WITCHES PANIC;15/06/2005 20:32:08;23/06/2005 1:08:08;NATALIE MEYER;Mike Hillyer
CHICAGO NORTH;15/06/2005 20:37:40;18/06/2005 19:36:40;BRITTANY RILEY;Jon Stephens
PANKY SUBMARINE;15/06/2005 20:37:51;21/06/2005 16:46:51;DAVE GARDINER;Jon Stephens
TOMATOES HELLFIGHTERS;15/06/2005 20:38:14;17/06/2005 14:52:14;JESSE SCHILLING;Jon Stephens
LOVE SUICIDES;15/06/2005 20:52:36;21/06/2005 19:55:36;ROSS GREY;Mike Hillyer
CARRIE BUNCH;15/06/2005 20:53:26;24/06/2005 18:25:26;HERBERT KRUGER;Jon Stephens
LIAISONS SWEET;15/06/2005 20:55:20;21/06/2005 16:40:20;DORA MEDINA;Jon Stephens
ARACHNOPHOBIA ROLLERCOASTER;15/06/2005 20:55:42;19/06/2005 2:41:42;CARLA GUTIERREZ;Jon Stephens
FERRIS MOTHER;15/06/2005 21:08:46;25/06/2005 2:26:46;MARY SMITH;Mike Hillyer
SUPER WYOMING;15/06/2005 21:18:16;16/06/2005 17:07:16;MILDRED BAILEY;Mike Hillyer
CRAFT OUTFIELD;15/06/2005 21:25:30;16/06/2005 16:36:30;JOAN COOPER;Mike Hillyer
SPIRIT FLINTSTONES;15/06/2005 21:27:42;22/06/2005 3:09:42;IRENE PRICE;Jon Stephens
CITIZEN SHREK;15/06/2005 21:41:38;22/06/2005 17:00:38;GINA WILLIAMSON;Mike Hillyer
SCISSORHANDS SLUMS;15/06/2005 21:42:17;22/06/2005 2:01:17;SHANNON FREEMAN;Jon Stephens
OZ LIAISONS;15/06/2005 21:56:39;20/06/2005 20:32:39;MARIE TURNER;Mike Hillyer
SLEUTH ORIENT;15/06/2005 21:58:00;17/06/2005 21:50:00;ALBERT CROUSE;Mike Hillyer
ARACHNOPHOBIA ROLLERCOASTER;15/06/2005 21:58:07;22/06/2005 19:37:07;AARON SELBY;Jon Stephens
GUN BONNIE;15/06/2005 22:02:35;23/06/2005 18:59:35;ELEANOR HUNT;Mike Hillyer
SHOOTIST SUPERFLY;15/06/2005 22:08:06;24/06/2005 1:16:06;ALFRED CASILLAS;Jon Stephens
OZ LIAISONS;15/06/2005 22:12:50;17/06/2005 21:37:50;IAN STILL;Jon Stephens
GIANT TROOPERS;15/06/2005 22:53:03;23/06/2005 18:56:03;TOM MILNER;Mike Hillyer
SNATCHERS MONTEZUMA;15/06/2005 23:20:26;23/06/2005 23:23:26;ELEANOR HUNT;Mike Hillyer
RULES HUMAN;15/06/2005 23:57:20;24/06/2005 23:46:20;PETER MENARD;Mike Hillyer
VARSITY TRIP;15/06/2005 23:58:53;18/06/2005 3:10:53;VALERIE BLACK;Mike Hillyer
BANG KWAI;16/06/2005 0:17:39;22/06/2005 5:38:39;PAULINE HENRY;Mike Hillyer
CHRISTMAS MOONSHINE;16/06/2005 0:18:40;17/06/2005 2:50:40;JOE GILLILAND;Jon Stephens
VANISHING ROCKY;16/06/2005 0:32:52;25/06/2005 1:07:52;TIFFANY JORDAN;Jon Stephens
LOVE SUICIDES;16/06/2005 0:46:02;17/06/2005 20:11:02;VICTORIA GIBSON;Mike Hillyer
GRAFFITI LOVE;16/06/2005 1:20:05;22/06/2005 3:59:05;RENEE LANE;Mike Hillyer
TIMBERLAND SKY;16/06/2005 2:01:15;22/06/2005 7:33:15;NINA SOTO;Mike Hillyer
VOICE PEACH;16/06/2005 2:33:53;19/06/2005 20:50:53;SHARON ROBINSON;Jon Stephens
RUGRATS SHAKESPEARE;16/06/2005 2:36:43;24/06/2005 23:10:43;MINNIE ROMERO;Jon Stephens
ANYTHING SAVANNAH;16/06/2005 2:47:07;24/06/2005 3:12:07;DOUGLAS GRAF;Mike Hillyer
QUEEN LUKE;16/06/2005 3:13:20;24/06/2005 1:59:20;YVONNE WATKINS;Jon Stephens
CHARIOTS CONSPIRACY;16/06/2005 3:14:01;19/06/2005 21:17:01;MARION SNYDER;Jon Stephens
STREETCAR INTENTIONS;16/06/2005 3:19:09;18/06/2005 21:55:09;ROY WHITING;Jon Stephens
ARABIA DOGMA;16/06/2005 4:09:08;21/06/2005 5:21:08;VIRGINIA GREEN;Jon Stephens
MADIGAN DORADO;16/06/2005 4:12:25;20/06/2005 6:53:25;WANDA PATTERSON;Mike Hillyer
BEAST HUNCHBACK;16/06/2005 4:44:23;18/06/2005 3:44:23;PAMELA BAKER;Mike Hillyer
SLEEPY JAPANESE;16/06/2005 5:11:41;23/06/2005 10:11:41;LILLIAN GRIFFIN;Mike Hillyer
MARRIED GO;16/06/2005 5:30:58;21/06/2005 4:18:58;JEFFERY PINSON;Jon Stephens
TRANSLATION SUMMER;16/06/2005 6:02:39;23/06/2005 9:09:39;GEORGE LINTON;Mike Hillyer
FLIGHT LIES;16/06/2005 6:03:33;21/06/2005 7:46:33;JESSIE BANKS;Jon Stephens
PIZZA JUMANJI;16/06/2005 6:11:13;21/06/2005 8:57:13;HERBERT KRUGER;Jon Stephens
REMEMBER DIARY;16/06/2005 6:25:35;20/06/2005 2:50:35;DUANE TUBBS;Jon Stephens
KANE EXORCIST;16/06/2005 6:34:59;17/06/2005 9:41:59;YVONNE WATKINS;Jon Stephens
WILLOW TRACY;16/06/2005 6:55:10;24/06/2005 12:08:10;BYRON BOX;Mike Hillyer
KISS GLORY;16/06/2005 7:04:52;24/06/2005 4:06:52;ROSEMARY SCHMIDT;Mike Hillyer
UNITED PILOT;16/06/2005 7:14:13;19/06/2005 5:50:13;CONSTANCE REID;Jon Stephens
DIVORCE SHINING;16/06/2005 7:48:57;17/06/2005 5:52:57;GEORGE LINTON;Mike Hillyer
TOURIST PELICAN;16/06/2005 7:51:09;24/06/2005 2:24:09;TIM CARY;Mike Hillyer
LUCK OPUS;16/06/2005 8:01:02;19/06/2005 9:04:02;ELIZABETH BROWN;Mike Hillyer
ARMAGEDDON LOST;16/06/2005 8:33:39;25/06/2005 7:51:39;JAY ROBB;Mike Hillyer
ORIENT CLOSER;16/06/2005 8:46:26;24/06/2005 14:39:26;LENA JENSEN;Jon Stephens
COAST RAINBOW;16/06/2005 8:58:18;21/06/2005 6:47:18;ENRIQUE FORSYTHE;Mike Hillyer
TELEGRAPH VOYAGE;16/06/2005 9:12:53;24/06/2005 8:03:53;MONICA HICKS;Jon Stephens
BOOGIE AMELIE;16/06/2005 9:20:33;18/06/2005 13:42:33;ALBERT CROUSE;Mike Hillyer
SLEUTH ORIENT;16/06/2005 9:51:39;23/06/2005 14:53:39;SHANE MILLARD;Jon Stephens
DARN FORRESTER;16/06/2005 10:06:49;22/06/2005 10:34:49;TONYA CHAPMAN;Jon Stephens
FROST HEAD;16/06/2005 10:14:15;23/06/2005 8:34:15;HOLLY FOX;Jon Stephens
MICROCOSMOS PARADISE;16/06/2005 10:16:02;23/06/2005 9:32:02;SAM MCDUFFIE;Mike Hillyer
LEBOWSKI SOLDIERS;16/06/2005 10:18:59;22/06/2005 14:45:59;ANDREW PURDY;Jon Stephens
MADISON TRAP;16/06/2005 10:19:52;23/06/2005 12:22:52;DAVE GARDINER;Jon Stephens
SPLENDOR PATTON;16/06/2005 10:30:22;22/06/2005 11:08:22;JUANITA MASON;Jon Stephens
CYCLONE FAMILY;16/06/2005 10:40:17;18/06/2005 16:13:17;CHRISTIAN JUNG;Mike Hillyer
SUN CONFESSIONS;16/06/2005 11:11:01;23/06/2005 8:11:01;COLLEEN BURTON;Mike Hillyer
MULAN MOON;16/06/2005 12:06:57;21/06/2005 16:53:57;ANNE POWELL;Jon Stephens
BONNIE HOLOCAUST;16/06/2005 12:11:20;18/06/2005 8:39:20;JOYCE EDWARDS;Jon Stephens
WESTWARD SEABISCUIT;16/06/2005 12:40:28;22/06/2005 13:41:28;JILL HAWKINS;Mike Hillyer
UNFORGIVEN ZOOLANDER;16/06/2005 13:18:23;21/06/2005 16:46:23;RONNIE RICKETTS;Jon Stephens
LAWLESS VISION;16/06/2005 13:28:44;17/06/2005 11:03:44;TRACY HERRMANN;Mike Hillyer
BEHAVIOR RUNAWAY;16/06/2005 14:52:02;25/06/2005 10:53:02;ELMER NOE;Jon Stephens
LOLA AGENT;16/06/2005 15:14:18;23/06/2005 15:45:18;LENA JENSEN;Jon Stephens
CLOSER BANG;16/06/2005 15:18:57;17/06/2005 21:05:57;MARY SMITH;Mike Hillyer
FAMILY SWEET;16/06/2005 15:29:29;23/06/2005 12:47:29;CHERYL MURPHY;Mike Hillyer
FANTASIA PARK;16/06/2005 15:30:01;19/06/2005 12:56:01;SHAWN HEATON;Mike Hillyer
KICK SAVANNAH;16/06/2005 15:34:41;18/06/2005 13:05:41;CARRIE PORTER;Mike Hillyer
SNATCH SLIPPER;16/06/2005 16:31:37;25/06/2005 21:38:37;JUNE CARROLL;Mike Hillyer
PHILADELPHIA WIFE;16/06/2005 16:39:58;18/06/2005 19:50:58;JOY GEORGE;Jon Stephens
DOUBLE WRATH;16/06/2005 16:57:36;25/06/2005 21:51:36;KEVIN SCHULER;Mike Hillyer
SPY MILE;16/06/2005 17:08:17;21/06/2005 21:47:17;DORA MEDINA;Jon Stephens
GRAIL FRANKENSTEIN;16/06/2005 17:18:44;17/06/2005 16:54:44;EDITH MCDONALD;Mike Hillyer
CLASH FREDDY;16/06/2005 17:51:54;21/06/2005 20:36:54;SEAN DOUGLASS;Jon Stephens
DRUMLINE CYCLONE;16/06/2005 18:01:36;18/06/2005 12:39:36;EILEEN CARR;Jon Stephens
INSECTS STONE;16/06/2005 18:02:06;23/06/2005 17:19:06;MONICA HICKS;Jon Stephens
EDGE KISSING;16/06/2005 18:07:48;22/06/2005 12:39:48;JIMMY SCHRADER;Mike Hillyer
HILLS NEIGHBORS;16/06/2005 18:28:19;25/06/2005 13:09:19;SHANNON FREEMAN;Jon Stephens
DISCIPLE MOTHER;16/06/2005 18:55:11;17/06/2005 20:11:11;BARRY LOVELACE;Mike Hillyer
NEWTON LABYRINTH;16/06/2005 19:20:24;25/06/2005 17:02:24;FREDERICK ISBELL;Jon Stephens
RUGRATS SHAKESPEARE;16/06/2005 19:27:12;24/06/2005 19:25:12;DIANE COLLINS;Mike Hillyer
SPIRITED CASUALTIES;16/06/2005 19:47:18;22/06/2005 23:10:18;KEITH RICO;Mike Hillyer
SPLASH GUMP;16/06/2005 20:04:50;26/06/2005 0:57:50;JACK FOUST;Mike Hillyer
ICE CROSSING;16/06/2005 20:18:46;20/06/2005 17:12:46;VALERIE BLACK;Mike Hillyer
DRIVER ANNIE;16/06/2005 20:33:15;18/06/2005 2:31:15;IVAN CROMWELL;Jon Stephens
LONELY ELEPHANT;16/06/2005 20:59:35;24/06/2005 15:31:35;LEO EBERT;Mike Hillyer
GONE TROUBLE;16/06/2005 21:32:50;26/06/2005 1:11:50;TODD TAN;Mike Hillyer
OPERATION OPERATION;16/06/2005 21:53:05;20/06/2005 17:22:05;DORIS REED;Jon Stephens
BOWFINGER GABLES;16/06/2005 21:53:52;25/06/2005 18:46:52;WILLARD LUMPKIN;Jon Stephens
SPLENDOR PATTON;16/06/2005 21:54:40;19/06/2005 21:28:40;ALFRED CASILLAS;Jon Stephens
ELIZABETH SHANE;16/06/2005 23:16:15;21/06/2005 21:54:15;CHRISTOPHER GRECO;Mike Hillyer
MOVIE SHAKESPEARE;16/06/2005 23:22:22;23/06/2005 0:33:22;MELINDA FERNANDEZ;Mike Hillyer
FLATLINERS KILLER;16/06/2005 23:45:59;26/06/2005 5:31:59;BRADLEY MOTLEY;Mike Hillyer
MOON BUNCH;16/06/2005 23:53:42;22/06/2005 18:33:42;ESTHER CRAWFORD;Jon Stephens
KISSING DOLLS;16/06/2005 23:53:53;22/06/2005 2:19:53;ALEX GRESHAM;Jon Stephens
OUTFIELD MASSACRE;17/06/2005 0:39:54;19/06/2005 0:22:54;ROBERT BAUGHMAN;Jon Stephens
PUNK DIVORCE;17/06/2005 1:13:11;18/06/2005 21:33:11;EMILY DIAZ;Jon Stephens
SUPERFLY TRIP;17/06/2005 2:57:34;19/06/2005 0:00:34;DOUGLAS GRAF;Mike Hillyer
STRANGER STRANGERS;17/06/2005 4:05:12;26/06/2005 4:13:12;SIDNEY BURLESON;Mike Hillyer
SMILE EARRING;17/06/2005 4:18:48;26/06/2005 0:07:48;ROSEMARY SCHMIDT;Mike Hillyer
CHRISTMAS MOONSHINE;17/06/2005 4:25:12;26/06/2005 8:44:12;MELISSA KING;Mike Hillyer
DISCIPLE MOTHER;17/06/2005 4:51:43;24/06/2005 9:35:43;DEBRA NELSON;Mike Hillyer
TOURIST PELICAN;17/06/2005 5:18:32;20/06/2005 10:01:32;TED BREAUX;Jon Stephens
CASPER DRAGONFLY;17/06/2005 6:49:30;22/06/2005 12:07:30;LARRY THRASHER;Jon Stephens
ALLEY EVOLUTION;17/06/2005 6:50:46;19/06/2005 8:51:46;ROSA REYNOLDS;Jon Stephens
FEUD FROGMEN;17/06/2005 6:51:56;22/06/2005 8:27:56;CLARENCE GAMEZ;Mike Hillyer
PRINCESS GIANT;17/06/2005 6:54:41;19/06/2005 5:12:41;SYLVIA ORTIZ;Jon Stephens
HOMICIDE PEACH;17/06/2005 7:14:15;20/06/2005 5:59:15;DAISY BATES;Mike Hillyer
CASABLANCA SUPER;17/06/2005 7:18:36;19/06/2005 1:43:36;ALEX GRESHAM;Jon Stephens
CENTER DINOSAUR;17/06/2005 7:26:45;25/06/2005 13:06:45;LISA ANDERSON;Jon Stephens
BILKO ANONYMOUS;17/06/2005 7:50:53;23/06/2005 2:52:53;SANDRA MARTIN;Jon Stephens
ROBBERS JOON;17/06/2005 8:02:20;25/06/2005 10:25:20;ZACHARY HITE;Mike Hillyer
ALADDIN CALENDAR;17/06/2005 8:06:53;21/06/2005 5:00:53;JULIA FLORES;Mike Hillyer
JASON TRAP;17/06/2005 8:59:57;23/06/2005 14:38:57;SHIRLEY ALLEN;Jon Stephens
BULL SHAWSHANK;17/06/2005 9:17:39;18/06/2005 12:35:39;MABEL HOLLAND;Jon Stephens
MULHOLLAND BEAST;17/06/2005 9:25:49;24/06/2005 9:59:49;KARL SEAL;Jon Stephens
HOPE TOOTSIE;17/06/2005 9:30:05;21/06/2005 12:10:05;CARMEN OWENS;Mike Hillyer
PRINCESS GIANT;17/06/2005 10:03:34;20/06/2005 13:14:34;KARL SEAL;Jon Stephens
ALTER VICTORY;17/06/2005 10:31:37;22/06/2005 11:17:37;NORMAN CURRIER;Mike Hillyer
AMISTAD MIDSUMMER;17/06/2005 10:40:36;23/06/2005 14:23:36;ZACHARY HITE;Mike Hillyer
SUNDANCE INVASION;17/06/2005 10:49:23;25/06/2005 10:48:23;DAWN SULLIVAN;Mike Hillyer
CHARIOTS CONSPIRACY;17/06/2005 10:58:53;19/06/2005 8:42:53;LILLIE KIM;Jon Stephens
HAWK CHILL;17/06/2005 11:11:14;26/06/2005 16:37:14;DOROTHY TAYLOR;Mike Hillyer
COWBOY DOOM;17/06/2005 11:19:43;19/06/2005 14:18:43;NORMAN CURRIER;Mike Hillyer
BILL OTHERS;17/06/2005 11:32:30;22/06/2005 13:37:30;CATHY SPENCER;Mike Hillyer
LOATHING LEGALLY;17/06/2005 11:39:58;24/06/2005 15:41:58;FRANKLIN TROUTMAN;Jon Stephens
EXPENDABLE STALLION;17/06/2005 11:43:38;24/06/2005 8:05:38;DOLORES WAGNER;Jon Stephens
DEER VIRGINIAN;17/06/2005 11:47:03;19/06/2005 13:47:03;JESSIE BANKS;Jon Stephens
WIFE TURN;17/06/2005 13:08:08;23/06/2005 10:54:08;GAIL KNIGHT;Mike Hillyer
VACATION BOONDOCK;17/06/2005 13:14:03;25/06/2005 10:06:03;IVAN CROMWELL;Jon Stephens
BALLOON HOMEWARD;17/06/2005 14:18:37;22/06/2005 19:08:37;CHRISTY VARGAS;Mike Hillyer
COMMAND DARLING;17/06/2005 14:19:00;26/06/2005 8:38:00;ROGER QUINTANILLA;Jon Stephens
MAGIC MALLRATS;17/06/2005 14:31:12;19/06/2005 11:04:12;BARBARA JONES;Jon Stephens
HYSTERICAL GRAIL;17/06/2005 14:55:29;23/06/2005 16:29:29;ALEX GRESHAM;Jon Stephens
HOMICIDE PEACH;17/06/2005 15:07:30;18/06/2005 14:43:30;NELSON CHRISTENSON;Mike Hillyer
VALENTINE VANISHING;17/06/2005 15:19:34;19/06/2005 10:06:34;ROLAND SOUTH;Jon Stephens
